time,traffic_light_id,state
1.0,10004196795,
1.0,1138151997,GGGG
1.0,1890576857,G
1.0,1890576860,G
1.0,5844915579,G
1.0,5844915598,G
1.0,9583476750,G
1.0,9583476751,GGG
1.0,9583476754,GG
1.0,9583476755,GG
1.0,9583476759,GGGG
1.0,9583476760,GGGG
1.0,9583476762,GG
1.0,9583476763,GGGG
1.0,9932496816,GG
1.0,9932519018,GGG
1.0,9932519019,GG
1.0,9932519023,GGG
1.0,9932519024,GGG
1.0,9932519025,GG
1.0,9932519026,GGGG
1.0,9932519027,GGG
1.0,9932519028,GG
1.0,9932519029,GGG
1.0,GS_5852218193,rGG
1.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
1.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
1.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
1.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
1.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,gggGggGrrrGGrrGgggGggGggGrrGgggGgrrrGgGggGrrrrGggggggGggGrrGGrrrGgggGggGggGrrrGgggGrrGgggGggGgGgrrrrGgrrrGgGgrrrrGg
1.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,Grrrrrrrrrrrrrr
2.0,10004196795,
2.0,1138151997,GGGG
2.0,1890576857,G
2.0,1890576860,G
2.0,5844915579,G
2.0,5844915598,G
2.0,9583476750,G
2.0,9583476751,GGG
2.0,9583476754,GG
2.0,9583476755,GG
2.0,9583476759,GGGG
2.0,9583476760,GGGG
2.0,9583476762,GG
2.0,9583476763,GGGG
2.0,9932496816,GG
2.0,9932519018,GGG
2.0,9932519019,GG
2.0,9932519023,GGG
2.0,9932519024,GGG
2.0,9932519025,GG
2.0,9932519026,GGGG
2.0,9932519027,GGG
2.0,9932519028,GG
2.0,9932519029,GGG
2.0,GS_5852218193,rGG
2.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
2.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
2.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
2.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
2.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,gggGggGrrrGGrrGgggGggGggGrrGgggGgrrrGgGggGrrrrGggggggGggGrrGGrrrGgggGggGggGrrrGgggGrrGgggGggGgGgrrrrGgrrrGgGgrrrrGg
2.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,Grrrrrrrrrrrrrr
3.0,10004196795,
3.0,1138151997,GGGG
3.0,1890576857,G
3.0,1890576860,G
3.0,5844915579,G
3.0,5844915598,G
3.0,9583476750,G
3.0,9583476751,GGG
3.0,9583476754,GG
3.0,9583476755,GG
3.0,9583476759,GGGG
3.0,9583476760,GGGG
3.0,9583476762,GG
3.0,9583476763,GGGG
3.0,9932496816,GG
3.0,9932519018,GGG
3.0,9932519019,GG
3.0,9932519023,GGG
3.0,9932519024,GGG
3.0,9932519025,GG
3.0,9932519026,GGGG
3.0,9932519027,GGG
3.0,9932519028,GG
3.0,9932519029,GGG
3.0,GS_5852218193,rGG
3.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
3.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
3.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
3.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
3.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,gggGggGrrrGGrrGgggGggGggGrrGgggGgrrrGgGggGrrrrGggggggGggGrrGGrrrGgggGggGggGrrrGgggGrrGgggGggGgGgrrrrGgrrrGgGgrrrrGg
3.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,Grrrrrrrrrrrrrr
4.0,10004196795,
4.0,1138151997,GGGG
4.0,1890576857,G
4.0,1890576860,G
4.0,5844915579,G
4.0,5844915598,G
4.0,9583476750,G
4.0,9583476751,GGG
4.0,9583476754,GG
4.0,9583476755,GG
4.0,9583476759,GGGG
4.0,9583476760,GGGG
4.0,9583476762,GG
4.0,9583476763,GGGG
4.0,9932496816,GG
4.0,9932519018,GGG
4.0,9932519019,GG
4.0,9932519023,GGG
4.0,9932519024,GGG
4.0,9932519025,GG
4.0,9932519026,GGGG
4.0,9932519027,GGG
4.0,9932519028,GG
4.0,9932519029,GGG
4.0,GS_5852218193,rGG
4.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
4.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
4.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
4.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
4.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,gggGggGrrrGGrrGgggGggGggGrrGgggGgrrrGgGggGrrrrGggggggGggGrrGGrrrGgggGggGggGrrrGgggGrrGgggGggGgGgrrrrGgrrrGgGgrrrrGg
4.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,Grrrrrrrrrrrrrr
5.0,10004196795,
5.0,1138151997,GGGG
5.0,1890576857,G
5.0,1890576860,G
5.0,5844915579,G
5.0,5844915598,G
5.0,9583476750,G
5.0,9583476751,GGG
5.0,9583476754,GG
5.0,9583476755,GG
5.0,9583476759,GGGG
5.0,9583476760,GGGG
5.0,9583476762,GG
5.0,9583476763,GGGG
5.0,9932496816,GG
5.0,9932519018,GGG
5.0,9932519019,GG
5.0,9932519023,GGG
5.0,9932519024,GGG
5.0,9932519025,GG
5.0,9932519026,GGGG
5.0,9932519027,GGG
5.0,9932519028,GG
5.0,9932519029,GGG
5.0,GS_5852218193,rGG
5.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
5.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
5.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
5.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
5.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,gggGggGrrrGGrrGgggGggGggGrrGgggGgrrrGgGggGrrrrGggggggGggGrrGGrrrGgggGggGggGrrrGgggGrrGgggGggGgGgrrrrGgrrrGgGgrrrrGg
5.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,Grrrrrrrrrrrrrr
6.0,10004196795,
6.0,1138151997,GGGG
6.0,1890576857,G
6.0,1890576860,G
6.0,5844915579,G
6.0,5844915598,G
6.0,9583476750,G
6.0,9583476751,GGG
6.0,9583476754,GG
6.0,9583476755,GG
6.0,9583476759,GGGG
6.0,9583476760,GGGG
6.0,9583476762,GG
6.0,9583476763,GGGG
6.0,9932496816,GG
6.0,9932519018,yyy
6.0,9932519019,yy
6.0,9932519023,GGG
6.0,9932519024,GGG
6.0,9932519025,GG
6.0,9932519026,GGGG
6.0,9932519027,GGG
6.0,9932519028,GG
6.0,9932519029,GGG
6.0,GS_5852218193,rGG
6.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
6.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
6.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
6.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
6.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
6.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,yrrrrrrrrrrrrrr
7.0,10004196795,
7.0,1138151997,GGGG
7.0,1890576857,G
7.0,1890576860,G
7.0,5844915579,G
7.0,5844915598,G
7.0,9583476750,G
7.0,9583476751,GGG
7.0,9583476754,GG
7.0,9583476755,GG
7.0,9583476759,GGGG
7.0,9583476760,GGGG
7.0,9583476762,GG
7.0,9583476763,GGGG
7.0,9932496816,GG
7.0,9932519018,yyy
7.0,9932519019,yy
7.0,9932519023,GGG
7.0,9932519024,GGG
7.0,9932519025,GG
7.0,9932519026,GGGG
7.0,9932519027,GGG
7.0,9932519028,GG
7.0,9932519029,GGG
7.0,GS_5852218193,rGG
7.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
7.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
7.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
7.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
7.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
7.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,yrrrrrrrrrrrrrr
8.0,10004196795,
8.0,1138151997,GGGG
8.0,1890576857,G
8.0,1890576860,G
8.0,5844915579,G
8.0,5844915598,G
8.0,9583476750,G
8.0,9583476751,GGG
8.0,9583476754,yy
8.0,9583476755,yy
8.0,9583476759,GGGG
8.0,9583476760,GGGG
8.0,9583476762,yy
8.0,9583476763,GGGG
8.0,9932496816,GG
8.0,9932519018,yyy
8.0,9932519019,yy
8.0,9932519023,GGG
8.0,9932519024,GGG
8.0,9932519025,GG
8.0,9932519026,GGGG
8.0,9932519027,GGG
8.0,9932519028,GG
8.0,9932519029,GGG
8.0,GS_5852218193,rGG
8.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
8.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
8.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
8.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
8.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
8.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,yrrrrrrrrrrrrrr
9.0,10004196795,
9.0,1138151997,GGGG
9.0,1890576857,G
9.0,1890576860,G
9.0,5844915579,G
9.0,5844915598,G
9.0,9583476750,G
9.0,9583476751,GGG
9.0,9583476754,yy
9.0,9583476755,yy
9.0,9583476759,GGGG
9.0,9583476760,GGGG
9.0,9583476762,yy
9.0,9583476763,GGGG
9.0,9932496816,GG
9.0,9932519018,rrr
9.0,9932519019,rr
9.0,9932519023,GGG
9.0,9932519024,GGG
9.0,9932519025,GG
9.0,9932519026,GGGG
9.0,9932519027,GGG
9.0,9932519028,GG
9.0,9932519029,GGG
9.0,GS_5852218193,rGG
9.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
9.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
9.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
9.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
9.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
9.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,rGrrrrrrrrrrrrr
10.0,10004196795,
10.0,1138151997,GGGG
10.0,1890576857,G
10.0,1890576860,G
10.0,5844915579,G
10.0,5844915598,G
10.0,9583476750,G
10.0,9583476751,GGG
10.0,9583476754,yy
10.0,9583476755,yy
10.0,9583476759,GGGG
10.0,9583476760,GGGG
10.0,9583476762,yy
10.0,9583476763,GGGG
10.0,9932496816,GG
10.0,9932519018,rrr
10.0,9932519019,rr
10.0,9932519023,GGG
10.0,9932519024,GGG
10.0,9932519025,GG
10.0,9932519026,GGGG
10.0,9932519027,GGG
10.0,9932519028,GG
10.0,9932519029,GGG
10.0,GS_5852218193,rGG
10.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,rGGGrrrrrrrrrGGGrrrrrrr
10.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
10.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
10.0,joinedS_2719722316_2719722319_2719722324_2719722327,GGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
10.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
10.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,rGrrrrrrrrrrrrr
11.0,10004196795,
11.0,1138151997,yyyy
11.0,1890576857,y
11.0,1890576860,y
11.0,5844915579,y
11.0,5844915598,y
11.0,9583476750,y
11.0,9583476751,yyy
11.0,9583476754,yy
11.0,9583476755,yy
11.0,9583476759,GGGG
11.0,9583476760,GGGG
11.0,9583476762,yy
11.0,9583476763,yyyy
11.0,9932496816,yy
11.0,9932519018,rrr
11.0,9932519019,rr
11.0,9932519023,GGG
11.0,9932519024,GGG
11.0,9932519025,GG
11.0,9932519026,GGGG
11.0,9932519027,GGG
11.0,9932519028,yy
11.0,9932519029,GGG
11.0,GS_5852218193,rGG
11.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,ryyyrrrrrrrrryyyrrrrrrr
11.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
11.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrryyyrrrryyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
11.0,joinedS_2719722316_2719722319_2719722324_2719722327,yyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
11.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
11.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,rGrrrrrrrrrrrrr
12.0,10004196795,
12.0,1138151997,yyyy
12.0,1890576857,y
12.0,1890576860,y
12.0,5844915579,y
12.0,5844915598,y
12.0,9583476750,y
12.0,9583476751,yyy
12.0,9583476754,rr
12.0,9583476755,rr
12.0,9583476759,GGGG
12.0,9583476760,GGGG
12.0,9583476762,rr
12.0,9583476763,yyyy
12.0,9932496816,yy
12.0,9932519018,rrr
12.0,9932519019,rr
12.0,9932519023,GGG
12.0,9932519024,GGG
12.0,9932519025,GG
12.0,9932519026,GGGG
12.0,9932519027,GGG
12.0,9932519028,yy
12.0,9932519029,GGG
12.0,GS_5852218193,rGG
12.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,ryyyrrrrrrrrryyyrrrrrrr
12.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
12.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrryyyrrrryyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
12.0,joinedS_2719722316_2719722319_2719722324_2719722327,yyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
12.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
12.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,rGrrrrrrrrrrrrr
13.0,10004196795,
13.0,1138151997,yyyy
13.0,1890576857,y
13.0,1890576860,y
13.0,5844915579,y
13.0,5844915598,y
13.0,9583476750,y
13.0,9583476751,yyy
13.0,9583476754,rr
13.0,9583476755,rr
13.0,9583476759,yyyy
13.0,9583476760,GGGG
13.0,9583476762,rr
13.0,9583476763,yyyy
13.0,9932496816,yy
13.0,9932519018,rrr
13.0,9932519019,rr
13.0,9932519023,GGG
13.0,9932519024,GGG
13.0,9932519025,GG
13.0,9932519026,GGGG
13.0,9932519027,GGG
13.0,9932519028,yy
13.0,9932519029,GGG
13.0,GS_5852218193,rGG
13.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,ryyyrrrrrrrrryyyrrrrrrr
13.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrrGGGgGGGrrrrrrr
13.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrryyyrrrryyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
13.0,joinedS_2719722316_2719722319_2719722324_2719722327,yyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
13.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,yyyyyyyrrryyrryyyyyyyyyyyrryyyyyyrrryyyyyyrrrryyyyyyyyyyyrryyrrryyyyyyyyyyyrrryyyyyrryyyyyyyyyyyrrrryyrrryyyyrrrryy
13.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,rGrrrrrrrrrrrrr
14.0,10004196795,
14.0,1138151997,yyyy
14.0,1890576857,y
14.0,1890576860,y
14.0,5844915579,y
14.0,5844915598,y
14.0,9583476750,y
14.0,9583476751,yyy
14.0,9583476754,rr
14.0,9583476755,rr
14.0,9583476759,yyyy
14.0,9583476760,yyyy
14.0,9583476762,rr
14.0,9583476763,yyyy
14.0,9932496816,yy
14.0,9932519018,GGG
14.0,9932519019,GG
14.0,9932519023,yyy
14.0,9932519024,yyy
14.0,9932519025,yy
14.0,9932519026,yyyy
14.0,9932519027,yyy
14.0,9932519028,yy
14.0,9932519029,yyy
14.0,GS_5852218193,ryy
14.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,ryyyrrrrrrrrryyyrrrrrrr
14.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrryyyyyyyrrrrrrr
14.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrryyyrrrryyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
14.0,joinedS_2719722316_2719722319_2719722324_2719722327,yyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
14.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,rrrrrrGGGGGrrrrrrrGGGGGgrrrrGggGgrrrGgGGgrrrrrrGggGggGGgrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
14.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,ryrrrrrrrrrrrrr
15.0,10004196795,
15.0,1138151997,yyyy
15.0,1890576857,y
15.0,1890576860,y
15.0,5844915579,y
15.0,5844915598,y
15.0,9583476750,y
15.0,9583476751,yyy
15.0,9583476754,rr
15.0,9583476755,rr
15.0,9583476759,yyyy
15.0,9583476760,yyyy
15.0,9583476762,rr
15.0,9583476763,yyyy
15.0,9932496816,yy
15.0,9932519018,GGG
15.0,9932519019,GG
15.0,9932519023,yyy
15.0,9932519024,yyy
15.0,9932519025,yy
15.0,9932519026,yyyy
15.0,9932519027,yyy
15.0,9932519028,yy
15.0,9932519029,yyy
15.0,GS_5852218193,ryy
15.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,ryyyrrrrrrrrryyyrrrrrrr
15.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrryyyyyyyrrrrrrr
15.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrryyyrrrryyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
15.0,joinedS_2719722316_2719722319_2719722324_2719722327,yyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
15.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,rrrrrrGGGGGrrrrrrrGGGGGgrrrrGggGgrrrGgGGgrrrrrrGggGggGGgrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
15.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,ryrrrrrrrrrrrrr
16.0,10004196795,
16.0,1138151997,rrrr
16.0,1890576857,r
16.0,1890576860,r
16.0,5844915579,r
16.0,5844915598,r
16.0,9583476750,r
16.0,9583476751,rrr
16.0,9583476754,rr
16.0,9583476755,rr
16.0,9583476759,yyyy
16.0,9583476760,yyyy
16.0,9583476762,rr
16.0,9583476763,rrrr
16.0,9932496816,rr
16.0,9932519018,GGG
16.0,9932519019,GG
16.0,9932519023,yyy
16.0,9932519024,yyy
16.0,9932519025,yy
16.0,9932519026,yyyy
16.0,9932519027,yyy
16.0,9932519028,rr
16.0,9932519029,yyy
16.0,GS_5852218193,ryy
16.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,GrrrgGrrrrrrGrrrgGrrrrr
16.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrryyyyyyyrrrrrrr
16.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrryyyrrrryyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
16.0,joinedS_2719722316_2719722319_2719722324_2719722327,yyyrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
16.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,rrrrrrGGGGGrrrrrrrGGGGGgrrrrGggGgrrrGgGGgrrrrrrGggGggGGgrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
16.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,ryrrrrrrrrrrrrr
17.0,10004196795,
17.0,1138151997,rrrr
17.0,1890576857,r
17.0,1890576860,r
17.0,5844915579,r
17.0,5844915598,r
17.0,9583476750,r
17.0,9583476751,rrr
17.0,9583476754,GG
17.0,9583476755,GG
17.0,9583476759,yyyy
17.0,9583476760,yyyy
17.0,9583476762,GG
17.0,9583476763,rrrr
17.0,9932496816,rr
17.0,9932519018,GGG
17.0,9932519019,GG
17.0,9932519023,yyy
17.0,9932519024,yyy
17.0,9932519025,yy
17.0,9932519026,yyyy
17.0,9932519027,yyy
17.0,9932519028,rr
17.0,9932519029,yyy
17.0,GS_5852218193,ryy
17.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,GrrrgGrrrrrrGrrrgGrrrrr
17.0,cluster_1684400223_1684400227_4897332520_5885681510_#5more,rrryyyyyyyrrrrrrr
17.0,joinedS_2435179289_2435179298_2435179301_2435179303_#12more,rrrGGGrrrrrrrGGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
17.0,joinedS_2719722316_2719722319_2719722324_2719722327,rrrGGGGrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
17.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,rrrrrrGGGGGrrrrrrrGGGGGgrrrrGggGgrrrGgGGgrrrrrrGggGggGGgrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
17.0,joinedS_9496741742_cluster_10298618339_2555369366_cluster_10298633587_10298633588_9496741760_9498347614_#2more,rrGGGGGrrrrrrrr
18.0,10004196795,
18.0,1138151997,rrrr
18.0,1890576857,r
18.0,1890576860,r
18.0,5844915579,r
18.0,5844915598,r
18.0,9583476750,r
18.0,9583476751,rrr
18.0,9583476754,GG
18.0,9583476755,GG
18.0,9583476759,rrrr
18.0,9583476760,yyyy
18.0,9583476762,GG
18.0,9583476763,rrrr
18.0,9932496816,rr
18.0,9932519018,GGG
18.0,9932519019,GG
18.0,9932519023,yyy
18.0,9932519024,yyy
18.0,9932519025,yy
