time_step,traffic_light_id,vehicle_id,waiting_time
273.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,136.0
274.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,9.0
274.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,9.0
274.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,137.0
274.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,137.0
275.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,10.0
275.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,10.0
275.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,138.0
275.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,138.0
276.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,11.0
276.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,11.0
276.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,139.0
276.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,139.0
277.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,12.0
277.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,12.0
277.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,140.0
277.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,140.0
278.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,13.0
278.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,13.0
278.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,141.0
278.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,141.0
279.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,14.0
279.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,14.0
279.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,142.0
279.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,142.0
280.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,15.0
280.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,15.0
280.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,143.0
280.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,143.0
281.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,16.0
281.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,16.0
281.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,144.0
281.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,144.0
282.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,17.0
282.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,17.0
282.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,145.0
282.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,145.0
283.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,18.0
283.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,18.0
283.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,146.0
283.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,146.0
284.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,19.0
284.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,19.0
284.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,147.0
284.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,147.0
285.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,20.0
285.0,cluster_109103212_1484917779_1986175689_1986175701_#8more,veh0,20.0
285.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,148.0
285.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,148.0
286.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,149.0
286.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,149.0
287.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,150.0
287.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,150.0
288.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,151.0
288.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,151.0
289.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,152.0
289.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,152.0
290.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,153.0
290.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,153.0
291.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,154.0
291.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,154.0
292.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,155.0
292.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,155.0
293.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,156.0
293.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,156.0
294.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,157.0
294.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,157.0
295.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,158.0
295.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,158.0
296.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,159.0
296.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,159.0
297.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,160.0
297.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,160.0
298.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,161.0
298.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,161.0
299.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,162.0
299.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,162.0
300.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,163.0
300.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,163.0
301.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,164.0
301.0,joinedS_5849981999_8450741431_8450741437_8450741439_#8more,veh2,164.0
