time,vehicle_id,x,y,speed,waiting_time
27.0,veh2,5314.201411417292,15611.111120446603,12.812002323556454,0.0
28.0,veh0,9124.24935047737,14460.76147558291,14.268952214421333,0.0
28.0,veh1,3691.0520634980267,11904.487388169673,14.881070229420683,3.0
28.0,veh2,5325.615459247516,15617.7110135126,13.185108830884792,0.0
29.0,veh0,9124.875082205448,14474.738830557988,13.991228302970157,0.0
29.0,veh1,3708.679573497853,11905.781375915363,17.388511270480475,3.0
29.0,veh2,5337.164745987377,15624.38769722206,13.340644016501257,0.0
30.0,veh0,9125.455933550003,14488.750987815876,14.022635130730087,0.0
30.0,veh1,3727.4295192519608,11910.666390145467,19.37576697837586,3.0
30.0,veh2,5348.430606269564,15630.876766129488,12.984125988709502,0.0
31.0,veh0,9126.034406474922,14502.950591700232,14.204948582506368,0.0
31.0,veh1,3746.534343090467,11915.643862482646,19.742489909695855,3.0
31.0,veh2,5360.134316962157,15637.598618768787,13.464080383477494,0.0
32.0,veh0,9126.638523363157,14517.643231313572,14.704851199366713,0.0
32.0,veh1,3766.1386457221774,11920.751466450307,20.25863992072495,3.0
32.0,veh2,5371.772660917565,15644.282928992145,13.388881754002297,0.0
33.0,veh0,9127.24052121271,14532.284334093092,14.653271531412939,0.0
33.0,veh1,3785.2331336864063,11925.726245932074,19.73180905258136,3.0
33.0,veh2,5383.936448810813,15651.269020147476,13.993358368461713,0.0
34.0,veh0,9127.41105050038,14546.907294935263,14.63630600905195,0.0
34.0,veh1,3804.2480390501223,11930.68029137327,19.649570205424375,3.0
34.0,veh2,5395.377353880138,15657.839934275153,13.16174583934503,0.0
35.0,veh0,9126.725077716354,14561.59208792981,14.700471025315673,0.0
35.0,veh1,3823.7040199135495,11935.749252351869,20.105367582885943,3.0
35.0,veh2,5406.553701620072,15664.258903824779,12.857396112790093,0.0
36.0,veh0,9125.758783848465,14575.227484291456,13.666009930061737,0.0
36.0,veh1,3843.5484460121575,11940.919416850007,20.50677804345118,3.0
36.0,veh2,5417.953560393258,15670.806243621093,13.114525718719461,0.0
37.0,veh0,9124.438209821525,14589.386972469209,14.22092933268901,0.0
37.0,veh1,3863.4121335680775,11946.09459962896,20.526682394825315,3.0
37.0,veh2,5429.336269697639,15677.343733874372,13.094796776969678,0.0
38.0,veh0,9122.20232440381,14602.931680191505,13.737548421469146,0.0
38.0,veh1,3883.1702059014506,11951.098908664097,20.42660000770206,3.0
38.0,veh2,5440.483270587057,15683.745848495695,12.823635165964015,0.0
39.0,veh0,9119.564680103489,14617.161798610077,14.472499464295433,0.0
39.0,veh1,3902.882732212794,11955.599893605246,20.23044921363557,3.0
39.0,veh2,5451.943718925157,15690.327987009914,13.184228635498085,0.0
40.0,veh0,9116.134818199953,14631.131733953715,14.386931860522928,0.0
40.0,veh1,3922.8149149559817,11960.151032964774,20.45587685384175,3.0
40.0,veh2,5463.72469495505,15697.094215849642,13.552967296319776,0.0
41.0,veh0,9112.574717844012,14644.618783649881,13.950553705246747,0.0
41.0,veh1,3941.894381494418,11964.507470603372,19.580756557163244,3.0
41.0,veh2,5474.857725833669,15703.488307002475,12.807563908456586,0.0
42.0,veh0,9108.490951705227,14658.650205964008,14.61671413768232,0.0
42.0,veh1,3961.4396796360666,11968.970272134558,20.05882732506229,3.0
42.0,veh2,5486.5519894475765,15710.204733852255,13.45321235792967,0.0
43.0,veh0,9103.912715203398,14671.403864790534,13.550494098133967,0.0
43.0,veh1,3981.234679773908,11970.209456725554,19.68990419783017,3.0
43.0,veh2,5498.01649937287,15716.789205078836,13.1889011310765,0.0
44.0,veh0,9099.077468570233,14684.873480411497,14.311183124670388,0.0
44.0,veh1,4000.3387011477976,11974.571785210617,19.625779774564712,3.0
44.0,veh2,5509.203953543805,15723.214553442369,12.870173075900174,0.0
45.0,veh0,9094.04961176855,14697.877137786427,13.945205840148592,0.0
45.0,veh1,4019.395466108352,11978.923322878714,19.57723272036614,3.0
45.0,veh2,5520.744587964061,15729.668259702676,13.192323663959042,0.0
46.0,veh0,9088.747719209176,14711.322499209205,14.450431957288274,0.0
46.0,veh1,4038.5593044600478,11983.299310336466,19.687230440381377,3.0
46.0,veh2,5532.9012676922175,15734.362764372981,13.02986219722102,0.0
47.0,veh0,9084.865822892476,14723.325031440792,12.613305051520326,0.0
47.0,veh1,4058.800536564712,11987.92131643952,20.79404937197773,3.0
47.0,veh2,5544.659033347983,15733.380812595657,12.138069976092622,0.0
48.0,veh0,9082.313393983535,14732.355366623295,9.382681042906999,0.0
48.0,veh1,4078.926120936587,11992.516914835573,20.675243132667077,3.0
48.0,veh2,5554.460657286301,15733.090390369975,9.868886026120139,0.0
49.0,veh0,9081.06382494557,14737.076589006561,4.882681042906999,0.0
49.0,veh1,4098.304034462031,11997.063173676032,19.935564948747327,3.0
49.0,veh2,5559.552953722821,15734.74666253443,5.368886026120139,0.0
50.0,veh0,9081.18176743657,14744.060351965967,7.08278368278051,0.0
50.0,veh1,4117.422330030269,12001.88885653591,19.748135609331936,3.0
50.0,veh2,5563.880302430628,15739.816220417444,6.918696297550899,0.0
51.0,veh0,9081.076372375088,14752.508062463141,8.467086967752484,0.0
51.0,veh1,4137.078063184562,12006.850194969165,20.303278733523026,3.0
51.0,veh2,5567.517496658734,15746.954235249816,8.236165556948958,0.0
52.0,veh0,9083.001576201574,14760.681344569595,8.445057894223936,0.0
52.0,veh1,4156.508538480661,12011.7546756673,20.070599899011125,3.0
52.0,veh2,5573.701748008541,15754.573738016465,10.117700474485149,0.0
53.0,veh0,9084.722907725121,14764.224417413547,3.945057894223936,0.0
53.0,veh1,4175.726982802169,12016.570505871774,19.84396249320211,3.0
53.0,veh2,5583.188013441688,15761.731115231532,11.904731989357945,0.0
54.0,veh0,9088.18068425562,14769.23068425562,6.093011839249737,0.0
54.0,veh1,4195.1178533479515,12020.284316831268,19.773561753508098,3.0
54.0,veh2,5594.718138013743,15768.772738335863,13.528886018891582,0.0
55.0,veh0,9094.50793827344,14774.478933062757,8.257316417693726,0.0
55.0,veh1,4214.956000202869,12024.083791797177,20.22966534610691,3.0
55.0,veh2,5605.871533319015,15775.322685328576,12.948036432673916,0.0
56.0,veh0,9103.143407040592,14779.02293723368,9.939896412849992,0.0
56.0,veh1,4234.745435187714,12027.873937286282,20.1799921161853,3.0
56.0,veh2,5617.922301441864,15782.399623809259,13.989801349782146,0.0
57.0,veh0,9115.180328902321,14780.503330774322,12.14552991381344,0.0
57.0,veh1,4254.9543404395345,12030.845158313896,20.471790280461704,3.0
57.0,veh2,5628.899061715254,15788.845840048758,12.742979876755498,0.0
58.0,veh0,9129.581695881821,14780.091730903221,14.425401992263833,0.0
58.0,veh1,4274.427433729958,12033.066974662865,19.629466676491706,3.0
58.0,veh2,5640.868305666206,15795.874902614534,13.895159501361423,0.0
59.0,veh0,9144.089459992507,14779.44491345197,14.520179088629412,0.0
59.0,veh1,4295.059441943773,12035.421019419793,20.79768795137147,3.0
59.0,veh2,5652.346662612052,15802.61568669875,13.325286144193024,0.0
60.0,veh0,9157.605918842068,14778.95698168631,13.45131639440693,0.0
60.0,veh1,4315.504167989516,12037.753695892974,20.608901864721833,3.0
60.0,veh2,5663.67704286806,15809.269569938146,13.153499211266398,0.0
61.0,veh0,9168.922129835408,14776.391210774378,11.816096871328726,0.0
61.0,veh1,4335.6332360556935,12039.231071805025,20.21447783805283,3.0
61.0,veh2,5675.40098996428,15816.154579383594,13.610393067018823,0.0
62.0,veh0,9181.459641799183,14769.4564409054,14.339685388008318,0.0
62.0,veh1,4355.332761982913,12040.804031064163,19.8015816898443,3.0
62.0,veh2,5686.974073293666,15822.950992518337,13.43525451092305,0.0
63.0,veh0,9190.904308793137,14761.702932640144,12.229450612368986,0.0
63.0,veh1,4373.993841129062,12049.412272525647,20.810074751999622,3.0
63.0,veh2,5698.062019958139,15829.462504118395,12.872056754527376,0.0
64.0,veh0,9196.737658927012,14755.568481222832,8.459840773258977,0.0
64.0,veh1,4393.430172508906,12052.579085146883,19.95707188482715,3.0
64.0,veh2,5710.125945306205,15836.547169315954,14.005075643107057,0.0
65.0,veh0,9199.47002438624,14751.799934053277,4.656619480744621,0.0
65.0,veh1,4413.967343043514,12052.714150247866,19.893175920972993,3.0
65.0,veh2,5721.686432089525,15843.336184998461,13.420631113031641,0.0
66.0,veh0,9202.829959804474,14746.273932986489,6.479539185719251,0.0
66.0,veh1,4433.600157305788,12052.003437029374,19.961476953992083,3.0
66.0,veh2,5733.226834674664,15850.113406027425,13.397315259638935,0.0
67.0,veh0,9205.223473480573,14738.598940356875,8.075542632610222,0.0
67.0,veh1,4453.622374154731,12053.731484698454,20.496767736588065,3.0
67.0,veh2,5745.276210302791,15857.189526751148,13.988184795191273,0.0
68.0,veh0,9206.54785263599,14728.788947048826,9.93592174628625,0.0
68.0,veh1,4473.8732445318765,12052.609648932272,20.26925029429926,3.0
68.0,veh2,5756.39065051891,15863.716596964005,12.902813260734774,0.0
69.0,veh0,9211.054134926846,14717.720789879759,11.515590461346937,0.0
69.0,veh1,4493.9358812158525,12051.479997907936,20.081966255431457,3.0
69.0,veh2,5768.409209361482,15870.77462021101,13.952409423550353,0.0
70.0,veh0,9212.375991016459,14704.438075594477,13.378219854020198,0.0
70.0,veh1,4514.490234454076,12050.087285335447,20.588613580319493,3.0
70.0,veh2,5779.978152340544,15877.56860188211,13.4304479560235,0.0
71.0,veh0,9213.397641899299,14689.173213706552,15.329080484484939,0.0
71.0,veh1,4535.222671797496,12048.68250622068,20.76699451910185,3.0
71.0,veh2,5791.788335734954,15884.50425448747,13.71050524812913,0.0
72.0,veh0,9214.591882630073,14671.329623374124,17.918657525119986,0.0
72.0,veh1,4555.294321521591,12046.48223724856,19.934317597875765,3.0
72.0,veh2,5803.755645812989,15891.527608312514,13.890242827299744,0.0
73.0,veh0,9215.083453243782,14651.917643766188,19.46863174913792,0.0
73.0,veh1,4574.848682803991,12044.311328851662,19.705521678331703,3.0
73.0,veh2,5815.076445232157,15898.08434029715,13.088906920643286,0.0
74.0,veh0,9216.387928328792,14631.26988804361,20.867276830788388,0.0
74.0,veh1,4595.369359117753,12042.033140989824,20.679306581023543,3.0
74.0,veh2,5826.86618601322,15904.913842360205,13.631301877775924,0.0
75.0,veh0,9216.59746482532,14608.622574562716,22.656628171101833,0.0
75.0,veh1,4615.586580317649,12039.78864245413,20.373505678692293,3.0
75.0,veh2,5838.476601430157,15911.660018191482,13.427710604935646,0.0
76.0,veh0,9213.239716121137,14586.32614355695,22.387667771230266,0.0
76.0,veh1,4635.473002966559,12037.580868889487,20.040149967221936,3.0
76.0,veh2,5850.465427349152,15918.626067618285,13.865350993245602,0.0
77.0,veh0,9212.884782666975,14563.86323180029,22.467773858771473,0.0
77.0,veh1,4656.153117370322,12035.662467478516,20.805591249408593,3.0
77.0,veh2,5862.085514913272,15925.37786340399,13.438896664057621,0.0
78.0,veh0,9213.621671727678,14540.901106026513,23.134174730080925,0.0
78.0,veh1,4676.2281211164145,12034.223704935377,20.158231269557422,3.0
78.0,veh2,5873.969763800007,15932.283148851022,13.74440526695712,0.0
79.0,veh0,9212.928902532618,14517.511638137572,23.47194530543573,0.0
79.0,veh1,4695.985584079898,12032.807700334886,19.83937401730886,3.0
79.0,veh2,5885.317435528132,15938.87665873025,13.12384152790787,0.0
80.0,veh0,9211.77424369534,14494.194161111118,23.352450612664036,0.0
80.0,veh1,4716.597199221264,12031.33003019299,20.694216804381853,3.0
80.0,veh2,5897.18716939957,15945.773510297713,13.727618320251578,0.0
81.0,veh0,9210.63691851736,14471.22672445108,23.001885225169175,0.0
81.0,veh1,4737.28657908213,12029.046121338188,20.7808822121829,3.0
81.0,veh2,5908.478752567038,15952.85751510265,13.348141745955445,0.0
82.0,veh0,9209.52407603869,14448.75369770699,22.50673375009727,0.0
82.0,veh1,4757.2252717107,12026.40682940206,20.140729212982972,3.0
82.0,veh2,5918.596844337295,15962.047752300025,13.815687528683567,0.0
83.0,veh0,9208.391711933064,14425.886446215833,22.901549789832718,0.0
83.0,veh1,4776.795572732535,12025.23298189025,19.682875778911097,3.0
83.0,veh2,5930.08780473737,15968.38148293937,13.12991332124857,0.0
84.0,veh0,9206.840800273243,14403.650168930406,22.29871362078637,0.0
84.0,veh1,4797.340712120136,12024.695005014932,20.62438391597329,3.0
84.0,veh2,5939.246253038391,15971.643621501556,9.733243551224165,0.0
85.0,veh0,9206.51760519138,14381.261290856968,22.539094683119842,0.0
85.0,veh1,4817.343788739828,12024.83587175169,20.003076619690678,3.0
85.0,veh2,5944.299687365864,15972.998673558226,5.233243551224165,0.0
86.0,veh0,9203.929842571082,14358.565219830232,22.843393393290974,0.0
86.0,veh1,4837.813049712676,12024.9797226999,20.464841563802604,3.0
86.0,veh2,5950.6825998026,15974.849860562836,6.5357287233953105,0.0
87.0,veh0,9201.462929447089,14335.67275385028,23.025519439938293,0.0
87.0,veh1,4858.341409137074,12025.119978571744,20.464606755379048,3.0
87.0,veh2,5958.618828208359,15975.924289677332,7.90458801971066,0.0
88.0,veh0,9199.13314644067,14313.335076782674,22.459112983976304,0.0
88.0,veh1,4879.118011376265,12024.553902891907,20.76345074357318,3.0
88.0,veh2,5968.548182555944,15972.131599991313,10.115059893278099,0.0
89.0,veh0,9197.044209397993,14290.888871146568,22.544671675038337,0.0
89.0,veh1,4899.8574860240715,12023.30083435167,20.776265952096715,3.0
89.0,veh2,5977.488800398792,15964.867802494799,11.43392180500335,0.0
90.0,veh0,9195.156094605923,14268.247184346366,22.720547775027157,0.0
90.0,veh1,4919.6829153766585,12022.102991964615,19.860599163606224,3.0
90.0,veh2,5986.995831237388,15954.548796737337,13.934019019014826,0.0
91.0,veh0,9193.773928155846,14246.245005818171,22.05022204549499,0.0
91.0,veh1,4939.775248835997,12020.889023366792,20.127976751502995,3.0
91.0,veh2,5996.086648800338,15940.996656393792,16.20096389192871,0.0
92.0,veh0,9194.037589214055,14228.534921770233,17.836670298557546,0.0
92.0,veh1,4959.8557607417015,12019.675769021242,20.116134226730487,3.0
92.0,veh2,6005.075905232582,15925.233904085146,17.991349158717945,0.0
93.0,veh0,9188.836713289911,14209.054514808031,20.176246655508695,0.0
93.0,veh1,4980.413273234206,12015.227505124205,20.790533424833253,3.0
93.0,veh2,6015.168986396666,15907.535061753326,20.23005169946949,0.0
94.0,veh0,9183.046436642604,14187.366447805769,22.46276426195149,0.0
94.0,veh1,5000.139368100045,12014.034935691683,19.755326835800357,3.0
94.0,veh2,6025.897372251067,15888.715567360327,21.91133518582459,0.0
95.0,veh0,9176.60535102822,14163.440172344066,24.794750734031954,0.0
95.0,veh1,5020.108875978398,12012.781688439449,20.007495916624016,3.0
95.0,veh2,6037.863808369624,15867.72963449121,24.15936629614111,0.0
96.0,veh0,9169.6625068312,14137.770793405169,26.60956676449609,0.0
96.0,veh1,5040.087308913948,12011.456213894367,20.02094577635957,3.0
96.0,veh2,6051.056554724572,15844.593080999326,26.635197688222565,0.0
97.0,veh0,9162.300170618124,14110.808731451392,27.968846667427396,0.0
97.0,veh1,5060.166875191877,12010.124029630291,20.122294324090166,3.0
97.0,veh2,6064.333137978045,15821.3094999792,26.804458303540468,0.0
98.0,veh0,9154.027844736553,14083.462019157376,28.589674258430676,0.0
98.0,veh1,5080.82464718417,12008.753484151463,20.701730423619434,3.0
98.0,veh2,6077.663633136288,15797.96186361512,26.891588299163143,0.0
99.0,veh0,9145.862151431387,14056.467813574272,28.221145422838816,0.0
99.0,veh1,5100.987417118944,12007.415779718232,20.205675033050053,3.0
99.0,veh2,6091.564715544659,15774.124027846203,27.558631882654026,0.0
100.0,veh0,9137.476229279637,14028.745573942144,28.982270054089096,0.0
100.0,veh1,5121.280866232975,12006.069405339455,20.33663228933087,3.0
100.0,veh2,6105.820446351502,15750.468280366562,27.620478438260488,0.0
101.0,veh0,9128.89551875178,14000.970186771368,29.090186480351914,0.0
101.0,veh1,5141.460481637275,12004.730583288987,20.222556348669738,3.0
101.0,veh2,6119.676304421605,15727.47607575347,26.845725010824847,0.0
102.0,veh0,9120.321885372015,13973.298785038176,28.98861626897771,0.0
102.0,veh1,5161.069804703688,12003.301118041889,19.659976511647386,3.0
102.0,veh2,6134.051698784261,15703.621760350712,27.85232657764618,0.0
103.0,veh0,9111.771323094159,13945.701845286394,28.910609747062626,0.0
103.0,veh1,5180.6056533179035,12001.875959097759,19.586385198369083,3.0
103.0,veh2,6147.820950196354,15680.404958294253,27.014216094487804,0.0
104.0,veh0,9103.315669592144,13918.411223608642,28.589710314863552,0.0
104.0,veh1,5201.080908073881,12000.382741017187,20.563186262048244,3.0
104.0,veh2,6161.479214123763,15656.217217738638,27.808947233506935,0.0
105.0,veh0,9094.425200400392,13891.220656845751,28.6280905933708,0.0
105.0,veh1,5220.68696952519,11998.956240442918,19.7814940976104,3.0
105.0,veh2,6175.3173244104555,15633.175869676055,26.910400112532535,0.0
106.0,veh0,9085.365887841575,13864.246135970947,28.47424306547102,0.0
106.0,veh1,5241.231136973075,11997.46075378901,20.597807571770087,3.0
106.0,veh2,6190.583343429498,15609.838629473035,27.920516021689856,0.0
107.0,veh0,9077.42731379629,13840.608665698172,24.95166001738012,0.0
107.0,veh1,5261.638583119176,11995.97521958913,20.46072929530723,3.0
107.0,veh2,6208.814108092727,15589.668429851537,27.329783023195798,0.0
108.0,veh0,9070.920451435872,13821.234182984275,20.45166001738012,0.0
108.0,veh1,5281.203999883948,11994.550979851789,19.61650140384531,3.0
108.0,veh2,6225.832394610875,15567.48278089528,28.06840594504074,0.0
109.0,veh0,9065.845300760326,13806.12268782926,15.95166001738012,0.0
109.0,veh1,5301.733194386581,11993.05658313447,20.58279553266561,3.0
109.0,veh2,6242.67379063558,15545.695134405705,27.64194614491471,0.0
110.0,veh0,9061.882352416016,13795.42183568737,11.457305914968812,0.0
110.0,veh1,5321.672608308318,11991.973633098723,19.949634103838747,3.0
110.0,veh2,6260.632184296437,15524.490993373858,27.895023001917163,0.0
111.0,veh0,9054.528305359565,13787.03750287746,11.168649331610279,0.0
111.0,veh1,5341.487380996834,11990.925345909602,19.832225231093748,3.0
111.0,veh2,6277.43416360151,15502.631507493435,27.504770018114232,0.0
112.0,veh0,9047.650858008095,13775.271622318589,13.634394599767031,0.0
112.0,veh1,5361.981841206524,11989.842619709845,20.521230912430607,3.0
112.0,veh2,6296.14138434051,15483.444460549035,27.061673145625264,0.0
113.0,veh0,9039.868328961169,13762.304410218203,15.157513356408666,0.0
113.0,veh1,5382.563975522681,11988.7552616705,20.609019542404845,3.0
113.0,veh2,6315.690102228496,15464.624195612914,27.134872457036273,0.0
114.0,veh0,9028.38926270812,13749.54290528045,17.21032135185283,0.0
114.0,veh1,5402.788227386692,11988.00929308782,20.23514799423369,3.0
114.0,veh2,6336.270311725251,15446.769656397093,27.3583573343004,0.0
115.0,veh0,9012.050829033564,13739.736817229163,19.168417544117762,0.0
115.0,veh1,5422.276823199196,11989.759568387957,19.68367323555371,3.0
115.0,veh2,6357.735573488697,15429.258364445841,27.809010216640765,0.0
116.0,veh0,8992.045330434297,13733.367417901665,21.087368264784672,0.0
116.0,veh1,5442.044960199207,11988.314334842578,19.822125609464404,3.0
116.0,veh2,6379.457028866835,15413.026501160506,27.154859182425298,0.0
117.0,veh0,8969.48682692212,13731.703995906977,22.675374060065298,0.0
117.0,veh1,5461.740969374515,11986.874374507914,19.749800797005577,3.0
117.0,veh2,6401.892158551565,15397.847285767473,27.185041605774767,0.0
118.0,veh0,8946.629989000787,13733.565001833202,22.955572793853282,0.0
118.0,veh1,5482.271615499996,11981.597840833425,20.839801767201557,2.0
118.0,veh2,6425.332261823083,15383.459217882333,27.539691183669948,0.0
119.0,veh0,8925.103224453076,13741.156153552387,22.822658249025046,0.0
119.0,veh1,5502.9715842202595,11979.351159592266,20.827259364922924,1.0
119.0,veh2,6448.903713391365,15370.406372844805,26.980864423467303,0.0
120.0,veh0,8903.59060797462,13748.832404222303,22.833057144737616,0.0
120.0,veh1,5522.46368933007,11977.235574419521,19.611968219688556,0.0
120.0,veh2,6473.287598545948,15358.148893768326,27.328506896249475,0.0
121.0,veh0,8881.933141964948,13756.278135990733,22.894488910014555,0.0
121.0,veh1,5542.787412185477,11975.76580251151,20.446497289685926,0.0
121.0,veh2,6497.780129646116,15346.356874571356,27.217403170792842,0.0
122.0,veh0,8859.760815049003,13763.722727956847,23.380486122785882,0.0
122.0,veh1,5561.149191041994,11978.885245292659,20.186930151272957,0.0
122.0,veh2,6522.551581355532,15334.450256009566,27.518774215085887,0.0
123.0,veh0,8838.205638567095,13770.16693875326,22.740580718113854,0.0
123.0,veh1,5580.658409397354,11977.290191935264,19.574594347400986,0.0
123.0,veh2,6547.56026494161,15323.970805377745,27.351504076808215,0.0
124.0,veh0,8815.57853144549,13776.660314027486,23.540371726603993,0.0
124.0,veh1,5600.249448449681,11975.90855365236,19.64001009092985,0.0
124.0,veh2,6571.863057900369,15310.916916097169,27.670604483876833,0.0
125.0,veh0,8793.25157568843,13783.222763183901,23.271424422307685,0.0
125.0,veh1,5620.936178841358,11974.455624841266,20.737986986584424,0.0
125.0,veh2,6596.678820606765,15299.31475785874,27.482546338602425,0.0
126.0,veh0,8770.88800089465,13788.733769101756,23.043419640964643,0.0
126.0,veh1,5641.285995061141,11971.538966271617,20.78970064242689,0.0
126.0,veh2,6622.5087805226885,15288.57611611296,28.05806080375378,0.0
127.0,veh0,8748.8225502742,13793.4395598437,22.565773834345677,0.0
127.0,veh1,5660.89111748318,11967.723080827387,19.969065253425782,0.0
127.0,veh2,6648.065800752761,15278.242671388534,27.64515761158009,0.0
128.0,veh0,8726.775190458975,13797.058144284492,22.34500414050352,0.0
128.0,veh1,5680.657305602049,11963.875846012577,20.133120919124618,0.0
128.0,veh2,6673.32422284618,15268.028504812031,27.18007038154219,0.0
129.0,veh0,8704.169100210287,13799.617083970987,22.75642509650141,0.0
129.0,veh1,5700.262645874972,11961.088240572495,19.671534710483087,0.0
129.0,veh2,6698.317825987081,15258.146154604121,26.8736945318994,0.0
130.0,veh0,8681.398963102874,13800.97987409443,22.818883348081076,0.0
